2018-04-26 06:40:16	75baba6e8b8275a379a02f0968ea783b:eitsuYI6UugHWue5K2zMlOv6WJuKMlLE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	220.136.181.217
2018-04-26 20:39:59	9677900a700304e5fa89b2ec4c5bffe1:IZ2ADqeFDx6lHGCILY84ohVPDqoaigKz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	111.71.118.44
2018-04-26 20:41:03	853b955e9e4cd78cd46b26db144ef186:qlESycNkNdlptPTCKJG4PEqSje4pSooV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 20:41:17	f719db2579721273ba2b483fdb0119f7:fLPdPtKUUZRWP0Cs8rfKOrV1NrbAKq54	Q1:提案名稱二：閒置空間_空宅空間改造,;	111.71.118.44
2018-04-26 20:42:21	df9184c87fab95bfa1b46f75127eda03:0tfCPZnQq56jJQCLIZWokwZhYjBilLEJ	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	111.71.118.44
2018-04-26 20:42:52	5faa36bd8eb3714903216ce144d4ea39:rkUAbD8f46Ese9eGrQHqgOPW9D2NwtGj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 20:43:21	167d2e6e083a882728b03bdd6bae5f84:BczYo8airsyyrnF73FyEkNGM1AmecW29	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	111.71.118.44
2018-04-26 20:44:23	64dff76b62231b754e0196aabe21e5f0:NlP8w1R3zDcjxJbR6GMzGhlXw1blANG5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	111.71.118.44
2018-04-26 20:45:18	e089517fd65d8359efeecd4b0c1a8e28:l7oW5Vop2OLI0FlaSEwkarJ9NzzK6flP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 20:45:25	86c6d2411c96f035ab35200ffc33dcb4:TPsvzhMgex4YyorQZTM0eY3vrmLuyCdm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	111.71.118.44
2018-04-26 20:46:55	f1a5ef0ede4fed9719606fd35427ebb3:cwXLz8mXMcj7ubAgPY49WrrmzfHJfOQd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 20:48:37	6e34f09a41956eb010eb0b6d2fdb1cac:PAjftve4Q8qpBgEJUL0tzru67dJQD6YY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 20:50:37	e2ac5bfdbe981d39ef9da3e176442a72:JmnnR5gF9Fn6J1Tky0biuCD4k56Q8V3F	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 20:52:25	d64cb5e6197327e9ef61f8564c862de3:A7DfV0lA7CFbdZYHmvZgUHmrl1F2ClNQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 20:52:43	41251f114226e11cf06c0981329bc779:otCL7Iu4XKLSqucgbbDKQVcvxoaJJFTZ	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 20:53:42	9b5ca4c368ea836bff2d0f31549d5f9b:dt5BTOmOlNqHR2LP2Tez9j4jltpkgJiV	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 20:54:19	ae901ed06e6aef08030ecbc12ff357c0:txYYHfhbcFYaPTkykoMftoYg22wr8bpG	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 20:55:39	cf46e091d4cd173e7f1303228424c460:meOmhTG3d3QgSY8LkDbutGifwZr8ycT0	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 20:56:07	e7ffa097218ee9840aa4253c584198a4:7Z8ahxy2dxbmy9B4WQ0n4PiiapVR25vH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 20:57:28	ba26c808be0deb6ebc44a4c7d318f994:8txtAfG2IiRXGu4cyaMoMsEsCmGyfGau	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 20:57:30	fcf443fe1df20bf909af6fb45fa1f229:zmZru1B4D9S9GHdpcWa2dTuUDyyM1wh7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 20:58:35	400b24c00977a2dace8bdf58082938eb:a1PLQM8CL1ShWJo1XDvo1nB7PqlajCv7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.225.94.51
2018-04-26 20:58:44	00899a3a493ac53d186b9093905ee95f:KEfLSCoZAS0OhzbpswR9V4baw9S1u3Bs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 20:58:53	6c034c339f490032897800e84c8c0a63:3NpZradYfr0j6IrzFj47RJrRJP9hkjys	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 20:59:54	1f7441f3effe9e41885cb0a072b1d1a0:nO6p0p91fG4JsIJmRR5FETZh7eiJqHGz	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:00:50	e8755ea4c2a784de51ca5ff06e44681e:rbLnzzQSM1MW14se22B5orUDbHiV4lze	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:01:18	4692ee7fd23ccd1b272e6b274386abb6:CuGdQw5n3BHPmc9iJQ2bcLIVxvwZAALO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.225.94.51
2018-04-26 21:01:54	aa3662784929a7dbdd10d4301dc38783:YtqB44oNSm3ny6bveUQtHcmd2o6hXdNe	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:02:43	92ae67276815ffdd4efbb6a4ba56b8e4:ad63OtpVD2eaMbyKyxhDXkSJJD0eN99V	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:03:46	10566108c1b59223d4916581937bbf35:V3VycAXfITSuXI1zf8CkqUmtRljde2Sd	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:04:19	82f9c23091f89d26994282b90b84a971:juCnwAWIGaOMfB2HGc5b9lipoQP2ILyh	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.225.94.51
2018-04-26 21:04:55	38d3dee8737c04dae22a35eae1db571c:kfWK6XonK5vohbiCtORfhRUirPv73A2o	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:06:04	72f6e070baf4462d99cbea7c9e22606a:JvmX4MT0Zarjx6L3CmrZCtNboQNWZ1Lq	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:07:11	fc117a2110900ac4154a5543a2e6e554:BN64cMgvwS6bduncbBE5rbCSUUi5HiG9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.225.94.51
2018-04-26 21:08:02	a38d10352ac6c992be963e6fe5ac7520:Qmkgh7hehNnZErTsd9wopzXWrLRyXae8	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:09:18	e61ecc055e4145e70dffca72389fa290:107NAdRr2fz5CyqtsVBkoPyoBNqVONBB	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:10:19	f314dc3b5da37d106f3e54868f808c16:fbMOaOwznasPU73KYD08tric9NykZkez	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:11:43	824d7612c0996c8f76134aaf8a610d3f:MhNiMJwwwqw82ACkvzX5vFhhFgeIdbCX	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:12:17	ca99b1bfe7b2d7f3f3a5c6f73e61b657:TkXu0OiTP5Zy2g6LAYiTdfObm69l2zDx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	150.116.175.166
2018-04-26 21:12:48	c275d5661d5d6ffdb4d76baac2ec08bb:9wpVBdspminbjR36z8ibDkdjtI8uAGjX	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:13:58	94bb83cbc19a8ca2aa3385b16ebc2121:A4puadl6ZKwvbzfQwKMlfTrQ8O6Cwnut	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:15:10	187e99565fe6335badf31daac943f819:K7tx1nXnRSuj0jTflJHxSnnCgMiXHnq0	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:18:04	604e7d58e497e6511864ec89467c6292:kIOKgKit0F3U5aAExOaoSzbqfYFZunSn	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:18:06	1d8ac8f15a146ac0443e18d6c2940600:TjLLfNiUAknRO4yttYre2cdaFg5mC8Zi	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:19:13	71d384816d3b0972b0e47af4215cd691:475bboifVLa8QGPHU0v70sa93c5FopiO	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:19:33	3211e6126e3aec0918bdeb8d49315ae7:EpMT6krOV3FfsKgEjhZLuw4EZiQOVgEj	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:20:13	dab4259681d5412ab5da43eb04b6702b:wHTH8VxQpmzFhL2FBWOXMDjPO77PTqNy	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:21:13	3a3600d0f11d3dce3da0462ee0cc4ddd:lGxfZ7mWsKL0KcVHhmokVqOJLEF9tAkP	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:21:40	e83ac20c00f40ebbb9c03c65b2ef9029:E0yU8BvK34Frr1QFLhcjIceHwkoBSzRj	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:22:41	88ad13284f2df553149e9d2d61c181c7:wR5eoKHzZ79NuzRxG368gSsmVBVsi5m7	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:23:41	a1df02b77e2a41b37e4a5f25f473c9eb:HZdJMP8MTxhS3hh4U6shUjxi9vmBqHYF	Q1:提案名稱二：閒置空間_空宅空間改造,;	111.184.133.11
2018-04-26 21:24:11	6dd18d61f7bf0f4f7917d99ececf5e62:wkdYJqmO9f0YUC055jrwqsEQ1xUEzVH2	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:25:27	222a692fa94db58d9a4a646697fdf0e2:m9nLVk5Qy1blXcYOh2mZJFs9hDrV6H3H	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:26:24	0f29744b1d0c5925283b77e756f18ad7:2Xvqmeg80Gw0MBbqkBWE5gXtk7NrcmqZ	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:27:06	505aadb9103dc83baf59badbb309faec:deUlbvwyhbLjMbQV9gtyf7rvTeyhkfJV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:27:41	67bdec206b8b27bab6e147c0d07199c7:Lw06XwzBneqIFogNMF1BxdGHHTRq5wET	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:28:47	aef9796d812e7e1169924c406ed2432b:pSwIk28v21DNBk7rDvqZQCDO62wrwkK8	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:29:31	71c456696d0cb3bacc4c4a25ec70604d:DFLVP3mxY3qjCip5hvCh2XlpkF2Vej4e	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:29:50	a2caa26219a97c8b9e235fe2a5218ac7:xsv8kfi9eVH8bzrAE7laX6A5aIELyOD6	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:30:47	77851b438111eed76ddbe9a541010313:heEgmBi788G4caJL1m6IgTqj21yURYjg	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:31:43	ab40f4697d8c392385c1c3dbca3bc3f2:tv1nruyurKi93npA7q51570ORDZXAbcs	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:31:56	d0063db87bbf233ff5d4e52bcb86ce14:kqsfREHeOlsuKBEPXXzdEvRW2nIMRAkE	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:33:16	977fac097a761f4b4db12da6f6fbb1a9:UUWklhutWFXfR3fJ5o9OwIaDcfZLJi7Y	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:33:29	a0e80b8fef2e55df5cbbd909d5dfff58:P7oKySGK49FSF7CcpOE7SV9fQc8VYfbA	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:34:26	ec02d8bd02d93325025c3a2cb7c9cec1:VYM9bOE5U3BB90i4PQOQ8NDsqWnsNoya	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:35:45	b00828c876b5dc40226469ec66ace8d6:7J46DhZrP7RnKbYXNUxILPioSQsAWNDo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:35:46	30f2bbadea4fa093723a7075db378bcc:QvJLx7KKL2YLXuglzbCquyXZotYG5pbN	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:37:02	df9ba91a80fa987640e48ef9be4ddf89:JNNRqEYEZWpsd8dxY3SHHVAecex8Sv85	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:37:57	bd6e9db8845be38406181591797fe085:pcCPsupam3UP9ouffrmWvxJSVkBFXMbF	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:39:02	1d4b004eb7e6a8780e00ad509b09ba20:OurMBbj2MgcN3FjRdRnQ29Zd5vioMjME	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:39:59	e5c875d35ced8e3ea20138b571a8652e:Gd4UrVaIOwpt5osMINgGU4blhFENJRbG	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:40:54	29decaa1000f8cfbb16476ded8a5b3d9:C8h6oxaijGeFDACJWGe4d5P4v3uwyD87	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:42:52	3ef4f1ddd86d396c7833943a81b3f566:YFKqryZ7rxgftFrPEdh3PNABWGf45fc4	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:44:17	be60206bb9c349bfcc0e3e4665abbecd:qk5BLYTM3i0I88lRSmWE7RCJ3A9cuAId	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:45:16	e49f0f091919ef6ee13d8332cf1a82a3:L9fN3utpxafImdeRGD44936ddvQ6zj6S	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:48:08	67f8ee08949072cc103f2c40487f264c:4tkMFbcYBmZwj2rhGrnddRPWs65jGCF2	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:48:48	474ddd537e34f550a874126ebde72f31:JQ3jT1d1ZWoV1Heee7YUAAhJiaXuc6ZR	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:50:31	f3daf29b779132e190510787c75eb906:YWTrNif1XyYg7XWoFzArRaCFSS9J4gC1	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:51:07	907fecc46b127755c72c205061b572a5:6d7J6FN5EnijXYfVM0AU8x6ETOSJWxXM	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:52:06	553669643327c34f2ca5fa6c2aa327b3:v9TYkQeY1FfaoHuQOBF7tfVEIycKVDr5	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:52:44	3232144c239268eeb7dd41f4f3d1638d:QHVn8OeJb4bCTQZ2l9ynZJrXADx7qg2P	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	111.184.133.11
2018-04-26 21:53:25	b141b3727deb35c30c878c4798d838de:EWw6BPqzHYyluYAoucGAkA3veZ9H9dVf	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.192.71
2018-04-26 21:53:57	c7205810448ec599b1680f764d30a3d3:f3UvvnxqFlpndHLHByEMsAnyLhJLkrmA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:55:22	f7591cc6f675f819889a32458e3f171d:pvJ6K3U6hL5dLAU0QjUJ2tBT7vybkw0J	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:57:07	6ca0076b40e1d0a299b8c1818ecc3cf0:WZdj9zdEV11IHGS2sevuOS4kX1cp0EDj	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 21:59:05	31cb7b965ee01e040450f6add8d27445:UBVYXq6SClsJZrhDBgwgFZNWw08O4tZY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:00:46	e64084be0825465fa2c21fc8dc45e791:SEVtRBUrt2jYiNMzzFovATIViJVd6I7k	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:01:04	6f391d5a90733cde4fb5eda166307221:PGV08ugLByUTkz4pQ4JSHd0LfhNr6Y1S	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:01:58	57cd032072df7a922d2bf0545f377caf:bGNS2X376JMv5davbQDlRve6iyyGvFSc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:02:23	4741820194215216cd3cccab851ba579:tpskC2VWz6cvVplDKv9wXzmXto1orIDs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:02:46	482e853f2cf4c027e67bc290bec796f6:FPM7HPCmS4GKDfPrZzMgLZUdZhSFYBFa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:03:26	c13232777b3714ee195d54a30f950c9b:TUJvz6NjeXyVvnj5N5zUSZRix0C1aeP1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:03:59	a7a7f86a5c8582d08b07c1d901d9794b:zC38kJ8fOOtqX9f9s6V3ZA1c7NPlLuYD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:04:09	152b9b6064758625b2ed4baf2fd8a7b0:Bm5diaRE77xCjrJSOm9VxoWemCODPem2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:04:52	a80479a1a962a84e1bfb4bd00b80679c:ywZWTB0wYBmrYurwulnNl4AQRrq2lplX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:05:30	bdeeff6dcbd7a785b83714f6da702ad6:4bcjWSDFAGdpE5Zdkyn3n19WgRlwTlM3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:05:38	e1b53bbb0e46f88966adddf89a47e7a0:jkmFm0S3m33INni5b4U31bK7DtAFCDOz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:06:14	719a7d6536566d0096e11ebc05313353:KVix3rjchmKABbzGVIMSb4bgkAM7eL52	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:06:56	714a2ad133b28567adb6331bfdbf4673:08ZBkcgvYEcrv0OoxmZ8iy6lKEN3avLF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:07:04	7fdddebf1a9ccb11f4b2b81e14aa5ed8:hcbGdl5B00gkVDHsw6prPLIkbOHePQiX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:08:07	e32e336ef6d92cb8e3dd946c654c3178:RaCC2likZdxuonIogPVbHuEA9b8pdOIB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:09:05	04fa717d4862177bdfcd558ce129b6ab:YiPeWzZ3JJ1u4cGKjM4lWmdO1cAdlRQK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:09:52	83702df84897b5b51048fd937daaca5d:7DCj7z1IqI0jBTKiKWIqjKw2Yccqh5aa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:10:35	e39e3e3faf3b9638729d4f62c18c9e22:6L9wDW286iUDkipujemVcsa1R84xsNUS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:11:16	f642ebfc80891903cfb72fc91054551d:IcKw5bu2DJkyGzO7OajuiZybJqft1aKO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:12:01	3608be189db83f7a3b0d5721a2e772eb:p5NOH4bDOybvkSWDomEfO1IAnxJfuDoO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:12:49	66ee352ff522b2dd2a463fd492ebc2af:QEP45qoOnX44nekjOTuj4kGY6OoAwl8Q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
