2018-04-30 01:16:49	04d2572538d731ac0ff015e8ea0650bb:fbMJvfwRVa0IL3ut2PO9SkXZ5Rf6UcGi	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	115.43.118.29
2018-04-30 16:21:22	71b68f2fa2b8d5e7a796fcd3623806a7:RBIic9zsbny5HIAHDzQktSDwwinoZT1l	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:21:46	4ee898cb5e8001796abbddcebc4ce6a0:Yjem3ZTKCZkF3PtvI1Fn3xz5I7X62rCF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:21:51	fb64cb1f7813888cd3172755b5ceb2be:zIVJ1Ny1BUpe1Bsoi26bMzdxvaqfgnPP	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.137.118.106
2018-04-30 16:21:53	734709e2d89894049d49702646e9626f:ymOQv5yg7iX0bT2LQquGsgOOJUascpO6	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:22:13	6ec1cc3ddee49b66606c0ad9c64673a0:NKstSiq3s5VcGy7WATPA7JkzY9BOOYVj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.140.243.115
2018-04-30 16:22:24	279735645093cc4780237a2ff3d20c18:UjbV19mX2beUHV9jOdaeGJQOJBrxAacd	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	210.70.130.160
2018-04-30 16:22:24	a0203eaf3b3185e082f8db00a2a91c23:EJsisMZFAkwsZnHI0iajgi4lW0besdzC	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:22:24	e517ba44669d0e802ed43ae5ea490891:uITEiiYatF9cDlppjuMnmD7bIvq5P0g1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:22:26	f10af3f204fc1d215fb1d2130c3a7cec:v5NDKlCHa68RC5IweWYH2v4BcyVOwrc2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.217.90.110
2018-04-30 16:22:49	0db0dac854fe4917bd8d4da4a38e247f:udHJtCsUcMkcpoPl22gdBUg5nh4AbL0x	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.136.250.70
2018-04-30 16:23:02	fa7ad9a56c1df91559b671fe471b4cc6:RLPXSzbZZswYNkIhhmiYscMH1Ktw5l7C	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:23:34	0aeb17350019ceec1580631bda8ce012:SGNciRtnpToDfKa01cQ3wltKHYZBx0kh	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:23:42	dac6e4433bb11f6ec5bd7538e3a06db1:oziKhQjm40fYIUqhUFRZmn2M6xwL6IeB	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:23:50	b7028473e331a2cd34031315be594d91:5zNSYXM6AwKwUJxwVt8nkuWFqsToH7Lm	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.226.214.250
2018-04-30 16:24:10	3570b312da161b884db75bff9ce54e30:uJIoVwIDjIDFlpGasFYoJF6FLWf3Exce	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:24:40	7763e239c9a2a2a69c8702dddcea868d:yJf7TPuDHO2uTRbMT9imC6pwEkH8fOC1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:25:09	45b13457e192791c576bae6ca97fd8e4:ld9YcUptMtI4BZPrTYrGg59zBVIwCytK	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:25:41	7d7f91b3e445753670c13617952c2a08:5qUUDjWzeGvIgqhUDpTz6duF3dikaD9d	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:26:10	6bc3c717189f746a0526ddc3a36289c2:DVE5eb6wn4hYhcKc7thOP8SYa6zcDCgB	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:26:18	903eba617a385a7638bd733d2fdb6b05:I2SWowXe2wkZK152HOfXfYqFAvpMs3xa	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:26:48	b796948dd2815fb610e53bf3cf761e1c:dsywl8dokIPey0Jgp0Pgeq2ipulGsx5k	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:26:56	c1d1790df9d8a5ba40129a7776c3cf41:aWuW6UbrdhVRVahezHvpVWw4ZTcnI9qr	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:27:13	2757481641fdbfd6b3b2e38a398a19ca:mh1pq3tXGx6kmVBdNroIzVId4hVhYxpI	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:27:29	f4c334c6a68c549a1412cffd6bb1f068:qrPsC1MDbEUaov1XQ0htddfFNKOmTj4W	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:27:33	b32eb5f978ed9a8c369c7e7d0a24164e:3tUxQrI4zdSBoFqGSeJOTfgjquwEiu3G	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:27:37	42ac574423ab4dd6d4c42f0eb4123b9a:KQJD6UZJcOJHmLyJijYQvYHv1KQQa0ID	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:27:51	d74a2efc9b243dfb6d784e76733febdb:xowyovDVxoRHScHeqfGI5MrUDBlkqVEt	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.217.90.110
2018-04-30 16:28:02	00a52fb765e4b8fec43c1be660a5d926:JeIWA12I55aNLg1MjHwxAAn5mknL5Bmb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:28:12	47b51bb0b4ce117f0ac2507fadab46f6:U9rMG0Wdv8X50a0dGkGhSI4RDMWAupFH	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:28:26	6e95a63537e2fb0035273a9260e7f36a:BedYXXk1knoIU7AlAHMG5N3AqFTz1nkk	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:28:38	17796fc87f9e5c66e4158ac058c66cd5:WVaFDqkrL3BuiB2WIEmevnjDzMmQwhzZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:28:43	07725bee85d22e9cb0118dd71c1597fa:bbKG0j5G70GQL157kF91gN1apFnRWc5X	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:28:56	4e9432279a86f579cbe520572d4af579:0S1C24VnyOMw6wCZR4es4xiY7hQu2RfY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:29:16	fa6689178d7f4d605f94e9e8ac27b584:FvtQEFAf8KkZW46lWrGWQza3zXM1Ic53	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:29:17	a9c7dbf98abbbd51a656433d557bd62c:5GRuYUcqVYfVv7IjsZKtUZeVVzJ7Vro4	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:29:25	fc96cfb086027bc631cece1aa50ec8a1:aEy7S4uWV0dl6N7Rq9qWotdqmO6pIneV	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:29:30	11d04a3b6e59efbff1d455f07499f8ae:4MsU8C1WQogkYhnZLXWNE9fTqx9wz110	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:29:50	e17ad2f8ba7c0625611f08bb590e36c8:j0PdFauMevvmehjnOGPZ9AHHLrWLOLj3	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:29:51	0874ec1370b7263f8c5b01576844fe45:kFUk6JaafdFweco0I9zmH33fsF4Q1U65	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 16:30:05	2d5bd178c4932cbcc2f75381fcf56272:biMQykw0e3EJsxCFTfjdcNMqf2wUjZ5V	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:30:07	fa37ac5f41575993360fa9a5208ecc43:rTxnsLCXiV19SecDYWanzRDJsFzAvhRr	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:30:29	2da1a119dc2e2e5588835872e0fc014d:Uy2LzeSMVveZDcYKW19iOgrS0XYaHqNq	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:30:57	0b037ed1538c11f8d7ac3ee685cfb01d:K3xyruIMt4gVGk8hfttmrHMnpgQGVi9b	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 16:31:08	43ef5d80bbd2fc4870f416e66d9f7b39:mPiFtJZfuGkdEmkIEyODPKD2Qrs0k3s3	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:31:12	7c32751e700ddd41277ab09e6ab7b3a8:mHRI9uALCSwJUB9NPotoLJyhIN4wO0PO	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:31:14	bf84a9bda5b14b237d851be1a5f04348:uL8O3hH59bgSTZPNSOFW3cByvxzkLCiy	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:31:32	f3cd974b00c0c595899d8e78b010653c:1fr5BuQRu2GJR6YcjpcT67RSxqKRy7Bi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:31:51	05f714144535ff0dc385aad7231ec093:YwXkMZ5YNmdWTeKkJJS7bHSnsKRVt8CI	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:31:50	c2e67a77559ac583e2e8dbe258959778:JMSqFKLiQfmtoHJCPRAC0ih10b8HY9VL	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:32:06	eb4c1793d63458c733b7e3116fb4edb9:cuSjJ9g83LuNRxmcHyz8S9xqg0FEYSfo	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:32:09	ee714e82d3a6c2c7fa30d61451a37d23:LTtWCysHgAXhxsiiUVE7LZ1AD4MyX68Y	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:32:15	b0c569f252c20398af32a0bd096b44cf:QJU0hzUZydJEICeeMMl4da0uLdVXlkSS	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 16:32:31	857999210010056c49501cbadef25596:iYF5HhVBWZvtuF8Z0oDX3AmTcDicmy51	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:32:48	20e74f03616f052278e38e5bbd2adc57:XzSzNwR3kpR5NyrqIFXiRh6oExtmKulr	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:32:56	e7f8cd9da72736fd848ba1821149f29e:yOoBiKEjasKFcLpljDDL2nLROEu5rSxO	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:33:10	d494d75fb1cbed445ab6ed5baba04694:ORLRXEyPnqiSIF6cIp1NGGvyAAHEvNcs	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:33:16	5f0d01d335e1af78077c355b61e47e26:YnHKYuuAHl5RKDJULuGU2HLzRY4RygEn	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:33:30	99c3f775736fea1448e42b392e4b60b4:yLyP4aa1tLwFv3CcaEMDNHiquFOpGvPW	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:33:33	72682367e878681fdf93728438c17fef:aAJTuTv9lA0W9DSzsUfOpyHYTgdGrZ6N	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:34:10	d428532190584e3a6323cd8e54e524af:E1fhvXrJfFMFoEU5ekC7LqRDsEJTA9jY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:34:15	4bb5493a309404b87cfefa2e40e1998e:hPF5ywIrKO0oprTVKyi6GrL7jwG9a4ac	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:34:16	a163fc9dc565fb1c335a18395061bdfb:SCWOpuC1QJJBoCtKds5nfsIUXDAKW9Lg	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:34:17	84b7711f084377809e8dda6cd0e94279:nweyjbg1KCvi1b7oq6Ciof6pExF1lvaF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:34:57	7d7eaf09321aeda95d24606534be20ef:20X95AwCiJXv5LnfOPZx0eACOv9MuTcH	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:35:02	f924d29ff5a98b48f2a4f6bc97a0b791:OVZZETifm9obRtM7Ww2LNnq2d1KzzAke	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:35:09	e4d47ecffeb7621822edeca51e76c23f:wSQRGYrevnVxYzL1we6olJ7lKx2zWxzk	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:35:23	dbd241321fde9ff6a01a0b3f6e1e4ea0:Ss0eWMkVvwI92S5lhxmovdz0c5tNWB3l	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:35:30	6742fbaacc181ad097bb0a1e81b34d1b:qwmerQcDXeoITIJT1Cl5vWeClqoOkNtJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:35:38	00617080eb35020ccd571448db61113c:vJEo5saHPtYLUJ3WTQ4qjgaVqkFAXnuw	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:35:51	b00830688951508a06303206d872179f:ZC32XMxDQyK0kHKo0g2Iel7sdOR4OgdC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:35:56	1772b7b407c2022c606085ffde030e01:fJMGPaRmXPX99n2nslWVjnbepGqMe4hs	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	39.8.131.166
2018-04-30 16:35:58	37114a9cd3fde1f31fc4865abd7bceb7:POJugVcj1LeTcVZ9umsFoiTHAbHOVeyC	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:36:18	2f64d86b1ff29732faeb32f8b44730e1:acS2zPf4jXvydNR1ZrIoALiEz4hIERCx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:36:26	f768426dcac17027fda0391f70557be9:simMdX3k76Cd4rUYWvVw5aIIYX3Cbkla	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:36:39	4cc19ebf7d28879d420747a11110a0b5:X2Sm1fctzwjmFijejk37YbHOqTTXyLm0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:36:40	779a5e227619908e01a8f1dac7852139:qjidnvtXh735XdlVn18sxoKfjgULu6nV	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 16:36:44	c0641966d5e5505d657c8d8a6c967fe6:TY4EiVWXf9pOhuAbE80OsPJ6uBoqZGPb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:36:45	ae4d9251a5301e8addda16150e4c54ed:rT4Yq9yWQEEn23agKXot98OSmakyoOTU	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:37:10	da074e079e9c53038d70d9489fc93f7b:w05Mz6KkSDkSpiwu1LJKUzCnd0mKNo6R	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:37:26	30f3b32c720abfae71ead26f3d52f1e0:4U0pttUgz63wYTFuQYcPmOdfFGHuvFIb	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	180.217.136.139
2018-04-30 16:37:37	e8148ced1a465093479e3466ae4e2c0f:G7vrdGiGY83lxphzGotpszp2knq3Sds9	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:37:46	234730cdb8b1adb78674f4224295bb9a:GTkfknHil0LqdJXBuTpNmPkNgPQSpINW	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:37:48	577a57e711ec00d87d54fc605a430624:iyoNcXZ45RT5gbyHEA919yeE6hQWy775	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:38:19	c3f8f35e0c955a63321cfb6f0b3f8e17:94YHc7s6B5LJBNvOhwey9DvUUB2LZLA5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:38:34	049c4ec7f9e47f55feb5ffd72c5723e7:W9oruLuH7F6xsvteoJXRjfGqg48GWCXY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:38:35	79817d029eb7cfc54561a8ce007aac21:Kmgdglp9Uf0LM0cYXgub72qPzTo23kl5	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	210.70.130.71
2018-04-30 16:38:39	94c05f9efdd5a0e547d1eac7c3ef010f:3K8HcbTdxgEgwfpuh5oTxE1grCSCoFtm	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:38:48	e2dd164afb066ed129a5d51aa61fe9a0:7efoN1Za9ZUYsw7Rde7pU7SFk6LJdwHw	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:38:51	299eee2459e369544f3d948041ff96f0:WM7B2r8gaxznMtQlqpw3YyYIkzEDB9cf	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:39:05	eb16cd006c58ad128186f7984f309c2d:5Hmkwcj8uZ5jAXqX0wvZv6wHhnO7KRaE	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	1.200.207.229
2018-04-30 16:39:20	62b806e4e8b03bb9f69e7df00e785f41:mDCmOl89bIXzqFxEkDxtRLypnqDxAgsM	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:39:21	36828fd82971841bd2095739209ec959:T6VVF4tPsJrZ8m17RzUemYpUBxdhGiiu	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:39:56	3a8b03437203ea4551cf4e27b76bbe59:ZPvACfToR415WY5MNTEQ6trZHOqgf58A	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:40:28	843709cbc3976ea4c31e11398c4881aa:dwuiewjjZMIr7LpFSg40gFOpeVR3dwCy	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:40:33	9eca49bdcf2f5f3cacbcf005e42ac9bc:R9pSbimK7sLxiEAnsfvdfXoExJ11Z8Ps	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:40:51	4d06416893f4790138cc3fd9fa472eb2:j2dJargvwbndvOSiPVLwidz0rKCgw8A2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:41:08	b3348f71ded422b124247b8b3731e0d1:ICJwLI7nHl6HHeECdyFkhZsTsg4AWD8a	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 16:41:28	1c6813608bbfa8d2d7a8202c76d03418:7PHpT4vlTWkA36UI7ZxjOCrp1y5ykGvY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:41:36	f286b9bdfbe5ad6e4b305dd9cb18c3e9:PtmiuuvOPfYrG43QtBcdpboZichWhIvi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 16:41:36	289f8361345c261c5d3dc021f1119949:GibhxlQc5Omdt28xf5T4aqReALFsinBd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:41:48	c310401aac06f1b7a12ab01afac4ef5a:atTdjblDSmLtC9LFdKhMefcmCLGqipEj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 16:42:07	6e492f81cba3a100ab4d001ee03da9b2:B4qRaj539wtqwEw3rKA0ouaSiD0e7SOB	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:42:09	09b5fd44d93d330ed3d6e9d5d6fc9d0d:HxLa7zouB46MPdQoUqovpxH99aBJFZbe	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:42:42	5ce49bf34870e1ea5ed9234b73fcc54a:MFRs7Tluprbipvz8jJK9KbQcSbgwm6Nq	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:42:52	08b74f308e2badfcfaee880c080f2ac9:2sFn3hX1I7emnYlryT7LMNcDNCHagAzi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:42:57	7ff51d52bf2f4cdba7c0abb884c95950:nBGCzl9Scb3lLesHGwAxnxyAIJNuByLm	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:43:00	7075ed870652f0af227df3b207e3379a:oznsK376iiF0EBEJ60LFSrEHySmsqOSJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:43:33	37d1484ec43e932e2001b89a5cf64ae6:r59jHgEdwFYAngbj8OWKcHJauNQNweKJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	210.70.130.160
2018-04-30 16:43:41	caa5bdbb03282db121a5dc861954154b:SsjoFyqzzjOQNum6J9hsZRR19fFU0H0r	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:43:52	9e4473ee26bc0b5d84a26951010503e8:TYvMOCF4gzKzkoOnkDJYV6mooDAXEolS	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:43:53	e11a9835d0dcd479c2e919827ac83b5c:xjZoZ1PlicggldW8E9qbxMYAgjlHz1rc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:43:56	e89c8d67134eff96f932f46b07362fab:u1OULGhGyFVFVnCD2wYjkV43SkRchkQ9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:44:09	12900331ba954f7f117168d12e7352c9:aATkowPOWTW9qzhZncF8xD24ZuqZJ6pC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 16:44:21	0c8fce57c286178b18330335939d51cf:eTb58SgnxKv9JjM1qv3EJvCmklItc2Dt	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
