2018-04-24 01:31:14	5230c48431801711493ee69c7b8ab2df:1AZFcqRXi7MPkcOtBdJuWSGuQe88tGl9	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	42.77.137.8
2018-04-24 18:07:52	a3c8a0711f6d35d1ae850ce02f0f9875:NMT9l6xJ5vsAps0yLDGVrfkTIm5q7YoF	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 18:09:12	2cada3612a8efcf78eb6a131e667177d:baBrLkHM1qegFCaLOO1BFd9InhHkkujV	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 18:09:38	0677f08a1d182cd2f4198ebce14bccb2:1bssBIvSng5RYtWZ6keWKVA1uknFnCHs	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,;	211.23.145.227
2018-04-24 18:10:04	56e2a29ec02216679faeb18a7b0c4a84:LprqW4cc57caRGf4Oe60eSnGlacIoA6e	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 18:10:36	c30e3473f99e23e4a41c3fb36043a82f:3QEnPXqkSHJ5YBIC7P2yPXulkLaz1vJq	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	49.219.147.236
2018-04-24 18:10:57	bf4b7fca8c814a62264ef9a68bb941cf:3diHWMkfoBKVV2d3nriFQUj57KlW8gqK	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 18:13:06	1ee93212480b613bf895cb5a158ca6c0:ZpqLlBB4klS68RzNef12sjjkMwPWeTAr	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	122.146.47.18
2018-04-24 18:16:25	b865ca2c1d3dc016a0378100159fcf6a:PmwzoOQzO2nJaSEhgx9bReOJ9sRYUTWm	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	114.136.193.251
2018-04-24 18:17:48	848c3673b26becf62f573e17e5fdd7b5:pKnw6v2EWxOvcfE0Y5Y9d3hKqAP0vJzp	Q1:安養平民化	,綠能台北－由腳做起	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	1.160.21.87
2018-04-24 18:20:00	ac91f2f020ed57684109d09ec07923a5:ST7xyoO8ePt9clmwaEMFB7pale1xuxeG	Q1:安養平民化	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	210.61.141.169
2018-04-24 18:21:53	3581de853a532daa73a3e51471bf8e34:GCHT0nLQGKqwDJJm68w0GoDEi7wmuIfH	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.137.0.159
2018-04-24 18:25:41	bc3a265c6d510849029a1f970ace75bd:JpJluU38svm5WW1WrprPpZNZxEEvtW5h	Q1:安養平民化	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	223.136.87.164
2018-04-24 18:38:36	4e5044558951a849fa525a674135e1f7:YOTzvwtgEI2fZCbw8PXH97t1e36on5um	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	60.250.157.33
2018-04-24 18:43:31	0ecb87c753e7148431149ea0d7ba6233:yPgr55h2xEuU0tvEOERuPk9kpFnJgl2N	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	111.240.169.109
2018-04-24 18:44:35	28a9268eb31b55d9fa51a233c7bf19ad:WBCiL00dcyFr7kgvvlQzBDTyy5zc7RMk	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 18:45:48	076eab4088691cf9713ce373a6b3b721:l1a37HJ7WYEG7cOUGnCAdWFEb3sl45kt	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 18:48:02	385ab2dad02666100c4ccf80c6762add:IFYyBvFUd5lX3IImvyON6Dt5JcQ58S0c	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 18:48:38	19d15ba49ee272a2987ba3bf09c950d5:grjFYJd2ZZuxTHx6C7x0pjIqDkr8yhlT	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	220.133.45.15
2018-04-24 18:49:14	a2096b6fd183cdcd7ffac87ad7336167:4SXJMSTeXEIhj3i20gmT9CLdGJMZ7TRN	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 18:50:25	c25bae12a8f614ff047a1683f50296fe:fFPMTWdtowzTr6p8JChZLBiBmr0iyzwy	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 18:51:50	4f3c5448a89b628bcc09f1156b857218:7TqCAMIi4fZrKimAb4NN7iTZvRSDAj38	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,福州山觀景秘徑	,;	111.184.52.68
2018-04-24 18:52:01	d1a5030aeb61b99583d1af783113b638:ZDb4exqZK8f4I7wYwjtBZcSJKiU1haUm	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 18:52:31	ab3bfff77546fca441c7bea595a7c8b7:PoC4m2wnRlfYYGaxlsfLCfo1RIaVc8Ts	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,;	220.130.251.31
2018-04-24 18:52:33	c19e5b82e8520b06333710235166846a:58VSKG7bwAjxXKRpePtgHJwTHwRbBGEl	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	59.105.112.190
2018-04-24 18:53:16	9ecb5c04e22dfc3c441a90ed56afbf78:AWdghgtIUxS9XF7LaorQ96n1IuwmGXRR	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 18:53:27	31741a144e4a1a3b60641d50801549b0:Z3WPUC02Wyr9my3FyOYtaXPNSQef8Lun	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	140.122.22.145
2018-04-24 18:54:48	5e71dbd234e86f17010a665a49f53e9a:kgleFQll4X9MmVppbXcw8SAmfeAbejgy	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 18:57:39	51538183a83144525f9f323807cd91a5:nGTd3rp32HH2tirYtSZyLQD5mK5EgoYe	Q1:安養平民化	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	111.71.26.231
2018-04-24 18:59:33	406b1e76b2ec954afd6b14b040343ab9:RGs4qiv1WV8eGILyCOCsT9HziiE6dZTg	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 19:09:08	0b7236e543471188af1deedd9821b131:jH7SyegdgRGGNK5yp655VRIUY1d2COTf	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	61.56.1.63
2018-04-24 19:09:12	074a5cb34466092533791b0b1774f77f:wodfa3iEwJNZvAfOuUey5CxZA78lY72R	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	49.217.69.168
2018-04-24 19:09:47	c1198832f10e2782e0cf975739231d70:0Pkq73Cqm3YDNdpXwMY5HtaHUf3qqlVs	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	49.214.195.86
2018-04-24 19:09:51	cdb98b70b088af8131f5275e29b06001:i5U6ArmIwGbyJ0bzddg2ORKUHIUlxu8F	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	61.230.126.15
2018-04-24 19:18:37	2bd067ca95546719bc893847ac4f6688:1rg1Ur6y7a2KPoguTNp7U0O4bMGgDmf3	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:19:29	15e82cbaa44bf95cdbac804116eab142:0z5vQSVWDd9WXMrCAwbQaiYGSD9YmD3F	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:20:26	138839c8069fef712f1f9cbed82d922a:jZ5fStiK47eFZR8sa3jPeYwzHUmUdfRU	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:21:12	820484c4b7c151345c2deaf561088354:mBvEBti0inlPZe6IYEJsyFaXCIRoFJdO	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:21:54	27e07ec79209494f65e52f284a613204:lnoRECS6w7T6A2zK7eLaIWgng4rDMZxm	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	61.231.178.54
2018-04-24 19:22:06	f1e74602548e3d9203630122aa9de58b:HEKVpAgkbek2I50Xu9WRfYpE8oR3K6ua	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:23:05	b840b1ffc25b5468d2d5d3410ca1a236:NRGtZSQ5BZMeQ5NNjfSKhEgUVZMu8jFg	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:23:41	a6f7c3c7de22e3c7563e9fc939909d7f:x6jzTkZ0JprnsW6BpC28JCqgTmPVcPzi	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:24:22	e38df7a3ab1cdb613da1b041fe124bf9:0eH14iDtfAKlj3AoACVF00o8ugFWZe2y	Q1:安養平民化	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	115.82.49.53
2018-04-24 19:24:32	03c079da470a3ca4f1110e235aec8d16:Ja420qXbe5adRhzTXTTmpvDSrNUlUY9U	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	118.169.14.121
2018-04-24 19:26:41	e8e9e4a42eed877fca750adb2da2bae8:TnNL10150VJCeJQkkruVPjT5ibwJUxqR	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	42.77.9.43
2018-04-24 19:26:42	c32fdad4aeabb1b76aa8b08cf003369f:YcEwOQpLEZBsx3jsNkplORu4uiyRjD9R	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:27:43	9e83102b5cce7e7051589aa453cd951c:KO697mwRaQX34chkmwDxcIM8bqFbeiwK	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	1.161.150.213
2018-04-24 19:29:53	5f6e796441f9dface2c5a76d1744cbc3:6alcpZBnCjQ3P6eoZbeSloAptaskNQTy	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:30:47	c155d69758de2765e5a529546b85869d:aHldE3jH2nNUl5ost1rvLJB1JIC6vCgd	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:32:21	31b8d2bc7135bfb8fd81a76e75cd8cdc:cE6wEcbtfV1Tv8e0cvxJah6iNT8nUsqB	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:33:07	993c8730663050b8c7576e560f00b9db:x2NNIatInO9CfUvr9yAmR37zyCjCWgdd	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:33:24	604390c12c6b595227a7fdb095cd9473:wIpv3L6bMNqYLdMFCDKHKp6Ro6WNWuMd	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 19:33:29	e0386059be521efb318d481bd4acd142:T9hBeRoSSB76zNqq3q1jo19EebCdQuii	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	223.137.45.133
2018-04-24 19:33:34	fc7a0996a8ad956b625cc5d57aef6783:JiCpDTStV4wkswfdeuQnwAJe0gKKzH1g	Q1:與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	36.227.230.151
2018-04-24 19:33:54	6a7b52837140bf7548c2e6b06f38973c:MVcTuuwWlfDxgUfPnFAxS9P4ys4NiC6A	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:34:34	ee5f569d9b05a4366dcbd3b2c10a5984:XrZ432gBWOIloQV1yX5PGuzStzNnGIad	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:34:43	c94bc54142ce32c425336cbd73d8b441:IeWWHw6cVivJFPHL9Rp6HTV9bHuhFWu0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 19:36:51	cc00faa73df16bccb0d83b718c94c027:tSFaf8yxcrZTwAYv4NqDrIZSVpyagSrG	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:37:08	473e34810bb718a38d70f3ae3fef6b9c:AZ3kxCdxrabrUY8TX4HRNk1JBb1o9blu	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	42.77.17.247
2018-04-24 19:37:16	7d16de67a930b6021379031cd836f78f:Lhi5S6UgZvwiMlXCWDoP2bOaZA2YXvML	Q1:安養平民化	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	61.231.183.126
2018-04-24 19:37:46	f8a3b13900e36e692faaaf868fb00967:4Ao8Z4sAMdSMbTeOTIMhKcs5K3Nz9XMx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:39:09	c59e9c92a4c8e074b1526901dd5ac7a5:nvIB4I4wDmSszAfrcMT0zFOoUVOxaLMt	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:39:31	ae05b59c6a73e398152055fda4ae283d:WOLa23G8jsUlD0NurjeSK8aPdtjsgyQ3	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	39.8.230.70
2018-04-24 19:45:15	c8c074b10603b664bf12ece1a35e7b9f:pc9L90zUvLYsV1N0uQucB42dJSqxyjZ5	Q1:米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	223.137.59.24
2018-04-24 19:49:14	d0887f2094bd945e3a2a2b2141d2b5ad:xV1Cl9KLSJKynaXksU9yg4DILWjfYNPE	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:50:01	2c06ad1dfdc5ffc73017b5439114c62c:mQZVipPsgEHhE0yyCbxaTy4eo65UWVJc	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:50:43	287b976707927350aad4718dc1118be3:w3VgIIxwJo3j22scSJOLDsKupAHKS22a	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:52:54	94454c1cc6345043aa74131dd22eb2bc:RmiKxgwa1ZeydQ3Xqi4ttSDt1HNgj3gn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:55:34	ca5904723b5810594af79109e7b4c3c5:dkzbtz2shoKuJLBjRUyTfGavnZ2iNcnU	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	101.13.20.94
2018-04-24 19:56:39	710774a5e3a0ba0b85d25f2c3b99bd07:UgRuJKhC7BnpPUOKLwBAtH9cO62amlqH	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 19:59:25	222197588045dd25f0af681985740b9c:aIiMQYeZY7eMYVWJlgxyPLr9N89ke8XB	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 20:01:47	de09fe67de3c25d4b774424b5bb3ee97:i5zRODcdqEuahLtUmoqSp7H1PWl6CPM7	Q1:安養平民化	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	27.242.44.224
2018-04-24 20:01:57	0d465977daf9b812eb61e19e470a22df:ic5eMMziwbaxE3HqmnwXyBMXUlq57WtF	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 20:02:44	1fc926b0ed7a5ae3e82a4463818d32d2:KJyjPNTMACgGhG7wviRaEmXXl2Wv1Zmh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 20:03:23	b98db32d7a90abb004a42cc1e40159f2:LnZFOPyig4s0XHIJYdsHDMbKjhDMaj8s	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 20:04:19	53dae987374a2d477f02aa471f3c61be:NYA0PdQMq9hWLQFKvUMdM1LT1mxGoyaO	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 20:07:47	9ba119c47a5e74f3978bf7597c8f9f25:zUtbah9d3nJONJ5NcTcgotpdiCYxnCvV	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 20:08:55	cc1b7dde82188f7a3a672fbc7d68a98f:aWMtPGWgKuD9ON78X0WDDOghAeO7vIBo	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 20:12:23	1e474ee96555580c3f2598403f3c73f3:NMyCNnq3GfHJVyo53lbs7UWWO3j47Zn1	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	61.226.222.179
2018-04-24 20:16:02	4beebb2848504c7e343b06772066e05f:yvDQMXmhBTzGBQb8lVQefAubMGx6kvtI	Q1:米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	220.137.196.101
2018-04-24 20:23:11	1800b6d041bc99e994a2620252d1aacb:wBjU8SUjlNCKchJs94y0P0jUPXqsey7e	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	223.140.83.41
2018-04-24 20:23:20	66b2238c676b05ce04c82f2444a15075:Bkc9kwovd7o7TULhpiMtQLuH4bxwSSei	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	220.129.59.87
2018-04-24 20:26:26	d47d8b1796e88ce512743ced766c33d5:XSQzXOPKqHgno0ccHbl9ewcijmg0ikcQ	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	123.193.15.21
2018-04-24 20:27:52	d8d8040fdfaa58ad49a05c6c3b487ac3:0rSeQQ4QRQsyyOyHy3JvzBVeB6bHHXcw	Q1:安養平民化	,綠能台北－由腳做起	,風華再現通化商圈	,福州山觀景秘徑	,;	118.160.103.80
2018-04-24 20:28:29	7250fde680b6a623d4b4017fb0cd1a08:9aQf1p5nxmciXZy62LRCwVqntkKrAEu4	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	36.227.9.109
