2018-04-29 00:00:52	10fdcf108845ff3cc6ecd7a6fd0993a2:3umvcvZRZyP0hrQJ38V0HJbIfCxaY4bX	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	116.59.240.192
2018-04-29 21:23:14	63255fa5af05376b1de1f9cb6daf77c3:wMSOXB7r37DX0EumYocWsi0XKK1Qt0Gt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:23:27	1e47d14ad32fd581765e41e5e93a80ce:MQTHhCRWV2cQbI3GP5zVI2QD6sLyORJs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:23:40	14e3d0fac916650be530c56b62169307:rO714LkFADRpli60seMBExVrZ5nojxYg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:23:54	2538a0e191546b91b55f47970e34e867:sJ4JCwyDAWeqeB4xbiqboPmmv8XmJWYk	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 21:23:54	dc1bbfbeddc3626fdf8c3605cc524731:8tWAws9UVYqkIoIW6aszE8AdjEA9U1tF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:24:13	9ad8f4c8119513872b7d8decd45689c6:1J3ogeaGVjNWurtc3Jjg40agHc9uCvb4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:24:25	74af1773b907346ba1023cad87132b2e:spnGlL6Ak4F3bMtZ2umO8ANLrURv4U0a	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 21:24:51	ef35d973e5fb060eda2203edb6b85538:tpBFnYeOL30OP3akbD3EeAUJxiKPBBic	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 21:25:26	256c3874f69b29a32132cecd5c5b727a:7QaJ7qeh0TZb9etxZaIVwvkn6pq08wHC	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 21:26:26	9928c2aa154eb2c7e1c930740ea836c4:OELqE1JjXZvnYvoH7zhLU6A68HvDRIeO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 21:27:21	6ccf6e78cccf7e5d282f1fc583dde586:ELHBV7jzjIY6B6p04POsmCERQg0Tdf5P	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 21:29:12	4e0136dd6137e51cc315b90a3a85bfd1:adEVC0kp6YZETpqaMOrIxCXMMUOIHT57	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 21:30:16	c8928e6c86aa72717161597b4bb6942c:MDyY0otHVmheGWMGgG1xV3Jek9B9Tu08	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:32:40	894bacaa21841a9063ae5933168f0e64:MWY6R1KXnrKnfCIgDKDkvBF9oQq5PuKj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:33:26	ee57be9f90d2effbdeec1ed42b6d8730:zm3EfhY7UIQWSZOZGVsSZkSgv8Xl16hR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:33:39	c07e549665b080a7ece248f0a9831daa:BBxkle5KNxJDZ9HEbGVhU7jnwVHHSLFS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:34:30	080af4c122f1d8cc6076b2eee9eb5928:970CacxXsiBlEW9TJC0DKMho1bD16AZc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:34:49	62c72538a4bcf0b1ca6226cde448fc32:hyb1IGUOge2G6epJ4z32ldJpWGFtd9dO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:35:34	4d7e167c6314e32ed1c703d836b93e7b:tzxX5sdDZ05stTvThkfOejGIJ9pkILxE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:35:42	d468211585bff418bf221df8b6a0f579:4124FGypJ2b0Pn6hpp4On6aQ2go3T5FH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:36:15	617b3d29d1f1c707d947ffbcf00a9969:b8Ayp1dtPz3shmJrdi14BrsGMXN2NUfp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:36:57	a9dc8e684df99da5b5bee45aff31c474:KNFNO5pYTu2mQgmHyBSusNkEpsfIbQtE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:37:10	10961e31de58cadf21f47078d2cc1976:x9Z5lamTtagV4sWK0X37xeLJWZsv2UMr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:37:48	59b062aa4e1bfdff833268c1f23ef61d:9YLCQwAE64oGwA4gi4zmHNSYNCnE7zn6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:38:30	2b44ed5067ecf6ebcbf677889db223bd:JcvPV19Gs2QOSEXgEWshdI9c2lw7SVT3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:38:49	d0ea3758036db38cd7716b64dbed5540:0GBH3mJqY85joBh2eE3MmoO9yAsnPLPi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:39:14	21b69876154119ca1781653407d526e3:kOA614HPAFDW6cFHNPrjcSanNg55MNNN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:39:49	83fc1c15dce7e66783989f263be730e5:UOBrrBNlKMyTJ8xhaRxIiGZhqTh3KPpP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:40:46	638e9ace1096064eed09f1eb0d4caec1:svSELjrtL6LiarrMr9Wvg6nkvM8IZlSB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:40:49	5aed5f5451af61ebb42a5a6803e79e99:zGm4d6VQMJxDRyb1tgbODS89mod32V0N	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:41:39	c7c8f2a9355d195455bb5f5ef4b740a6:wRsPcfEOn8vGNxH77PwwG6fZa7HPUGHO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:41:43	7c2686b41fd1d3ff82817c802ac9d1f0:1yD2ZuqOPMlRTXHMKo90dYrnW1fWuh0e	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:42:23	808bf6b205634ac0252327f7f33a8bfd:AMAi08zqS2qz0waXZxY2IfrDF2JQ8wob	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:42:45	8d2a49f63a0391bc5e22eec621597b32:Dzk3GA9HvwvLm9IHPZ5kguL7mky3psDZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:42:48	62aa1920984bd046c56d34f9a7a8c040:QB5z79uLZaLswy4WIEKVG4I3jI546XKa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 21:43:05	cb78dc4d0b73223b9f4901f96d67d270:9dmqiLhSnbKKB7jSUwn86s3VUm6nKAK2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:43:15	87674009d331f62dc1f98034ffc00ba9:kncgwPUatpOVFV4CdJZaglj2mO7BqAUV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.72.24.88
2018-04-29 21:43:43	db4cca847d9ca3d2c5904619adba3be4:kHllVah7NDJzXpsvNa2pgbeJovSj39V4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:43:52	b0b5ce20fb038a8171a8d9616f95ad5d:Hl0NBSUP1bBSW6tUZvAmQva3OzbsXKuX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:44:11	89c5ebfb499e77de3c129c8b5689cf7b:liwwh0jtNjdcRL2HJirxGUIlnZobBcRy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	42.72.192.178
2018-04-29 21:44:35	c46e1e5b7e0e5874906790df7e5b2164:jP36e6OVFzgOfrvSk6yevZM6RjQiWDj0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:44:43	5e1bbe6903b803fe501a58338166b536:XV84WeIgZB9caMQOgFpvOC8mw3cdpOTV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:45:19	dd9c182a97109a0dfad726a07e58f0ad:zsaCGrvOxKkXtXfnvINLYEVl5bJaHssi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:45:39	2d87c4de752e9f7c7ed1088bc9d2c68d:WiPufVuZiorytkJchruPcXbsrTOLDfEA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:46:01	17ca98fbc4e12c5d44f39364c653dff5:9KWlNK7eLJDzZXwYZJFfCBps4ivU0GCm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:46:30	c7f525d40e213211ccef756ccf1b6f52:P7EPkTeRU0GpFpNwJmKQjRQSDJCYD8gt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:46:59	31802bb4843506e0f161082bfdad4967:lNipHPZ07K0b7RRqelKp0XgStRL901wv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:47:27	de060b292c62e3070526436ce3f45dda:XgHUBfjk5wCJqTdNSZmXNFe1HGYFt7fN	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	116.59.208.71
2018-04-29 21:47:28	c2a31c17881b8fb80f82ef272587d7ce:kwbDfI4GScLNlhQWsrr8jkCFzfmkhyDP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:48:20	f1f3962000e402888aa77711d90b279d:lQQ0mZUJLAqKy2f5FnpdWYXfH7UxaTDj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:48:22	fc1cf7fa4e170465d3b3a03eee4f3955:uu9I1Ijrwf7OsyAla0bgnga0pgTGuS42	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:48:26	b22cf3f26ab08e0d7f75180aaeb46d20:SNFAxaGJ3FWe1xUFEq4i6XkWtH68agao	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	116.59.208.71
2018-04-29 21:49:06	3196de6f418d927b904e1d3c5994d5ab:LdZj6lAuaUsSnHjSQcapkQgMdN4FIuB7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:49:22	10348bf28ba05fc61ea1cc05103a342d:4WYpPfUIWfaoBEfkUsoXY12AoKMWusKL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 21:49:26	adea97826dd104dac61587395e746baf:xlOJlLpXBsXxUyenoz3SvBlqtp4VGPIk	Q1:提案名稱二：閒置空間_空宅空間改造,;	116.59.208.71
2018-04-29 21:49:50	9c1b0b7ff594f966972d3ab6f343ccbc:VP0VYiwhRXmHTpzW26CGQP8FlmQbclmK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:50:57	9857e422eb1bc3d84356637b63cbba50:zY1GctJJGCScMiipwxpXuXl5apVldBT5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:51:48	acf3d7bba943c240c4be9397ee3d8ac8:bfepct381D7V7cMGIaEANajt4rceBRei	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 21:53:09	8c58aa1fd744399598f6f89b087220a1:fGdmcZ0zoMjTPv9KOgGefKV2BJYZ5rjv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 21:55:38	bbe3c1c95bf6b3e617a82fc46d4f71d5:jbAsF4RuVVkM8070oIIXb9HkxPUtv8rh	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 21:58:18	c95901c08d64cf57f198acd267f9e97a:E8CNHNyBB8MgCP1WZ4cjY2GiFPYk8XBX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:01:03	51856774404b72d927f03dd772aaa69c:VmHLy7TMz8B97ebSYA0ZBVKc1SPUilpp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:01:19	5ea476e69dc45b92d8fddb829fdf2099:BjtZwn7EGzcrqt4WJmupgV11sKVhzG6q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:01:56	502b221d2d9105c3c201de8efa56208b:pHvIT2FUrWQfyyY8OKMIrNOAlfgiBknz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:02:53	d4c7c2a32193fc625a7ec22a8031675a:QlRUSj7RMvfjswA9WXMyLnU51aMh4Odd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:02:55	52e390097551f57a17209a0502e445a8:OzMe2nWFYnW67tc9CtROTROgdfpdoDlP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:03:50	f3de812e4e18088ff4c96323a4cd3a87:5CCpTYP0E4pLSkcrMP0I8Cz47hX0pscK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:04:40	bf10afacbb95e700ae13645ca7e07c40:KxkzpA41rDdMgVNLi5FgEHAXN9WobP5d	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:05:40	306ddb2f54e117e1e6e863b247cfcc5b:SaAp1wkBbY1GdXsYhPtRCsE1gjwXSlgj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:05:51	ed15dfe5a8938db2f5ece0e0d8e08186:pKb1775f8phInreujwVmteRCkWEdGVNc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.227.125.107
2018-04-29 22:06:13	a75eda0d9bac9fda3289199fbefac491:tMAHF68EEvwc3tw2c7lM9UN0EYQrexrI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:06:23	045c517691231de8ca33f1ff7ffcd207:BbZXUCFVcgJFmYyrBKNnog300i1DQQVF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:07:18	456742d808b27488ef2337394f737ba6:2NNqVYFM9iVtXPcWDkCPyeQNzW6Z5shy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:07:57	f7160644dd2b107db0c95cc05de4e508:tk3L7bOWthToMprsA25cJagpbLw1RkF8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:08:08	5f422c7d6736940abdeb77d5e7afec08:TPQZwFPrjAfokHmvcfS7tzdkoLpkssyB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:08:16	88df0fc1049dfc6c740b3f7037898420:U4oB5mRh3xOJL6GV9wviCCW8sHckT69P	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.227.125.107
2018-04-29 22:08:57	cb4e09903c449c8e13b4f1ee3e0292cd:2AE6ZVMWn15md2RuIWQEiKVWQabEHmRs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:09:15	516dcb7394f0c91e22c9b16d4179fbdf:sEJx63nRyhBzu6g35yUoDg2TKBxidbbc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 22:09:36	29ae92dbcfde3a14585ae2f5085419f4:jiLtskbGBx9BgNhMDzpbR5EdYQXV47WE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:09:45	fcdf81db25af46f3361c15f9b81197cb:ZDYOzSb8EjvdjjtOKqNMK00gWLQ59ZrE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:10:10	7b4c9284451702d9f84908e987c201f8:WakdIj78czyzOEFBf2RS0LDq7h84A1Jg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 22:10:25	043938c388db4846aa20edad885098f6:XVjQ92znPn7GpNFmmqY8pAOHElSxxtaW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.227.125.107
2018-04-29 22:10:28	bb7407170f177dff87a73f8915132ee4:R3YyphujqWRvSsWoxcbDI74VHwfGWb6W	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:11:21	47f774a61bde14b6b00cb184c6f1eafb:7UXZddxfFcqKMBl5GLbeqSSKg46v7Yrq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:11:23	a3088a087e1126e459e23b4131b4a11c:Oh9GWnscii1HPrGDtkzm6FDHcHVCnfAe	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:12:06	6b73ea09a3323a8e9d8aacd67471238e:OPTa78am4GtZN8koMCsYDNVPwauO6ME7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:12:18	a61974d2e6a9d39f5211e85ceee9b1dd:VJp1BYbnqSOwbmvFOOpcdMPESSchgPHb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:12:50	c0ed797101dcdb76162b4769bf1eb9c8:8Q8uaftB5siPolxbh4G1M3TNtwQRJXzz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.227.125.107
2018-04-29 22:13:09	b65f766b658ff210bd74a8877c4f6279:lsBIMBUxdn6JcY4eeutzXA2XagiC7xeF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:13:20	86e6c56932b19a0943c50faf62379871:VpAyUzd0H7Jc8THt2IiTfe5Duz0WW9Lh	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:14:00	ce5ca57e876247b9e1b2c896bdee5a4f:BMCXJFEF0BLQN9cNDDbfoM9UH5tEqc6z	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:14:02	c6e2c8b75190a7e8ccc36eb13ebe6d6d:xFJDmbha5OzipGzpAPGxaxs51IqF5O0s	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:14:45	d8c345c849c72dcfcff61d591f2db431:xVjLZlBQVm3W1u7ZvagpXdEljrdi4kgN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:14:46	429dab0ce00ca8c902874d9c8781aa67:8cX5l5C3h38q6CPfJkhhDrgdOb8l7nrR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:15:30	044655123eb799cdbcff247aa313541f:mv2ZBZ4WT0yXR9efK7H2J2xNKOSYR14e	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
