2018-04-28 00:00:24	8de4132013aabbb09785a0843569e665:VAba9XdaWJLVJNpnqJrITt2GEBhYt2AI	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	61.228.14.25
2018-04-28 16:56:24	5b35162bf9686021466db1555c72d1cd:2kacJ50uPQvmgksMoHASo7A6GkuLbSFM	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 16:56:39	447c96b3349e33d32e94ce64c93d7f69:4jIdKnHi3S0Qw6zp16gT4NgX2QRk6XSB	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 16:56:40	c91ec974c510f3d548044636e21ff75e:GxvVaaK7boNopMSbPdYVanreFmxFndG7	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 16:56:55	61dbaf3d5fd062cf314365d3770a5fe3:gfwBPqUpwWRBVX1VmGF2ZuWwtNyZRH8b	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 16:57:10	be3f291521ab6a2a19f3e0d0e4b091cb:rpedqncdrNkZh26vFicXGp98sVyZkQuh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 16:57:11	37470826d0555629c7a2fb7c1f2a5a3a:jwQs3pE8CHyMSqj0X49blK7JvAeoylLQ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 16:57:28	0d2f90256851ef6763eefdccf8f6ed37:TakJrrWxNNnqUQsmhjEkVDUolr0zNXnf	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 16:57:33	8b5ae7155478902e7c2c9f9656d0309b:YjfsrxtWYyh9TXVePgtzr3p4aHBq2jHz	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 16:57:44	b8460e90349102db53bf407d92a90944:mKEXYylq3O7fATYLzl9qcBZmvUwhcu8z	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 16:58:04	ddca61e0fde87eb48edab1eeb55b8621:mbFZsihC7C94LDwHvoI3fEp0k9v4zuCG	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 16:58:18	ae5408988c760d17fb5bdba72cd191f6:GHJJTYLlTVuRLVKPQh8pVATfR0IOZIFk	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 16:58:23	19747885177e3a9d5f71e64c1eeb0bcf:QlSKFf5L2HtRK6lpAMeccLwp4gJbj4pf	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 16:58:33	817b57677b814c1309954162fee1d5fa:rfmOyKpfNs3V2Fpq5fF3fgdrvCPrprfR	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 16:58:47	d72f625f2784b0a0a73b80b789c85bd9:xZzaCDTC0iJ6PHD9q7d220sNbeXKViNj	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 16:59:03	723794f5b391b5274e4eb69dd7109d7d:mFDeKiTMjqy5ECxXnkKKaDil5UVLfqv6	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 16:59:24	711e2cbb67cbd3b66e6f4dd4cdfa48a7:2U3JdBIPJBMYFTWvxVWISLWToZD42p4h	Q1:安養平民化	,綠能台北－由腳做起	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 16:59:32	f527c29abd3aabc0361d3a36ffc4908f:jye8F4Yjd8wf7Ev4ksxxZw2ug7hYdutV	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 16:59:35	e5267cc10de074ca2333cdbc8b21a6c1:n4rzNR58chYUZkkrVAmSovNzCPrxGb1j	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 16:59:39	7fb594545f0176a1b22aeda0bb54f75d:vNYQWVd6PtswWjECFadRxazDaBWc3pDd	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 16:59:58	c5f4d50c3740ee57f975097027f80292:rLNxQA0mA2MTyYR0N25XxLhWbqWVE5MJ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 17:00:26	4db498dbaa672ed043dbf788888ecf72:dQXAKXX79zGSa6qYmWW3SA2vHE9MERad	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:00:36	f9f7d1c1265d44b8be172c91abdc54db:wCnIPL9ETrXaoZNLnsHvsEjcjUpurvwA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 17:00:39	908d785bb64c270266c3a8169fb02dd6:4SZVXaYtfz4ddWx5dIJS8kcfwU1rO4yp	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 17:00:45	4efe65cee7942de1a56dd333abe2303a:3KOlgSsQO9CwaxMgDCZMVIPjonJtJDIE	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:01:02	2b28e115fcf5c32bff424f945828c71c:Dm5yoX4eO0F4oapwCQq4ENPa4u6I13zH	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 17:01:36	507830acabcbe3de3ec7f2b20e45c6c6:fJL8vCCyET9Y0Z05TrfR0Sy8oomQ7fYl	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:01:41	d2296cd27b5880b2765c64f0825fc427:9YOwix3bnVnJY04UIk6WF7zi1iyVULn2	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 17:01:52	f4f109f0809afba92a9464aafab7a25e:QzFGjOkEtmUUQcasRp5BC6lg4nYPdKTd	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:02:25	3ab1e074da56b61dacaecb13e3fc4b31:3agc1X7Sp0kz0U5kpw9bFRptruWzVfPk	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 17:03:13	cab2bd584ae3ec8ba3ce4600dc810315:ynPPsYSzO8F9GQdgdDKNyJNPDIsEdCtC	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	115.82.255.27
2018-04-28 17:03:29	085ae6fd704f2948a1197480c68596a0:btTxmyhfDAu9lQ0WI2kF8inpznYVBCDK	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:03:30	644da1e09eba26308eeba285105f2745:fEZf9BpQmUkuW3hUXqJBeVA0Qeko0QLl	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 17:03:45	53d58885e1af6a1847c8e14c0022b284:cNBDqkv10D9NYpvyTMhpD7CDALVJdRbU	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:03:59	29a8fba2ad574492c1377d45beeae22e:m6tufeQXIpa1iCdZ43o0gqszjGVbRI9t	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.86
2018-04-28 17:04:04	390fcd013fb28d908e88c5766c87520e:szINCECaY1zzGn9RXX4Sz7A8Y1vjrGKq	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:04:20	4bb478f3f239112634532d7815c74bcb:qMXzojJdCb6uTb6PQErtlRh5eZdlj6HK	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 17:04:20	55858ffef11bad04bdbf1838613ac3cc:X6VUuudYxF8mKbW1gwVtmrAYaZYUTLgj	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:04:35	1e767531f431cf183267c3f5aa1c3ab6:4BwAOhcdeULTuZZVS2pccXCvgwPWYaZT	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:04:52	0f20069583b6af7814cc85da3a4900b9:cjnzngjQVmAKTcalYGizp55UpimkWUHC	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:05:01	595c0f8cb0c6f6be81b83238ea0949c4:ZJYUuMQzkprn0CsYeV01YLXDocjrePwK	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 17:05:12	7c84c551037b55f1c95ebd76c7af21f1:EvW9iU3ZhTT521HN0T6OnWvIdnxZxygI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:05:16	a7feef6e71ae9c9674ed1cfae23998f2:6sggSxPCJn9H3EgUNPl620qFL0E2BIRc	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	172.28.16.86
2018-04-28 17:05:33	5d303bcb5114c6df58a3052f32105092:YMiNmNN6cXJPxHlrRwBBmGc2JMDMFIOh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:05:48	bf00b44aaae83fa93aa50d359709e30f:NCxg7zLYHhxxHlwgqmvJXqHP5t7s7wq2	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 17:05:55	782f08c8484ad586956e97d89afb9143:KOBOutuQLp2kiZ2GO15tzd0B0815bLcm	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 17:06:05	1da5faf9b2a129fdf549b5d91cea4895:EmqkwwJLUTvYgBZVzbh88ayAiLSSeYMK	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:06:17	5d5fedee4b00f0866f1e361f8456d817:Ma2IKiS8b84Nfyo17qe5X8vFtWZgDnnN	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	172.28.16.86
2018-04-28 17:06:21	7f64c4d4f4f36fb7a6ba038fa7a513eb:w4eGFItQrHa7R2sXBK7aEu7cfPbr3GbF	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 17:06:36	433cb3671e775f0cf81d0b0707968afe:P9AGP1ioOrlXVZLJ1BhhjnuiojpkHVE3	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:06:38	5178cb10a338c5cbfd4b3f0b19effb11:RMpgb93VOTkyPQA1nsdKGS38ztl9DMPS	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 17:06:54	179302429eafde8a26a6332dcb4ef8fe:2i4cEwrR4o1fdDaf4Aoo9vxp22rrHv6D	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 17:07:11	ac9896a5445a0aea851310a7f73a02f8:mo6qDkE0nF9rNaUQg78puRY79NNeIeAi	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:07:13	f28c457b71bdbf1cbacb210a03041e72:PToUsznBlh2YaMXKzpgcfqcQmuBDm52H	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 17:07:13	f809be3396e6cd5d690b36cc039eeb9a:dgFkhjb85Q0cRT3YyLe3adJBwhdWgT9Q	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.86
2018-04-28 17:07:28	446931943027ab1f706f1e7057fd1568:jnzsDDaYUN8HyeiQ5TGQG82EctuZ3xNP	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:07:31	ba80827046ceac5510663cf243149e0b:6eIJawTMAhWl2XOMUJ7fDfzD6H88adRi	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	115.82.255.27
2018-04-28 17:07:44	a767ed762625aef67b191ae437adff78:vkWr1K20CnqU3BI4IKC6opqNG3vD9oUZ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 17:07:58	e2da611ed37381b0c228b99550e11fb7:APkIgUqQmuqKduuXAXZEMohQVTabMpO5	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.201
2018-04-28 17:08:02	712fec9fe1fe9184b8ac7d818159fd40:yR08UBChinjVnl4lpxCFnTACbhBG9B1e	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:08:16	1efd931a74dc53a1e3ce022435533874:t0qWDNfeE5leaYI7EXhSZ0uOclHchCMY	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	172.28.16.86
2018-04-28 17:08:19	79e4d2f9f85d67053e7e434c3c061509:6HbuRtgFOCUGUA0C4t5UQBcLJFzig9pT	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:08:34	1a3a503185773b640163610b916f2417:n6kE1sW3JN5ACpRNiKQytgMs5Aj84bNc	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	172.28.16.212
2018-04-28 17:08:54	ec39bb52fcc39f294208b2e3b58d348b:CEaztyIiveLCZFQXmBpGjTYWlPEayA3D	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 17:09:12	14abf3f1bbc96838e923d7e816c4a5ec:4yHUocWHTtWWONDZV3wUh9x1USPOIYHI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 17:09:28	e67825baecf9c1f5c52b458d9475a65e:dGLIAmx96vWG8Jtcr2wzA12jTc94xFHT	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 17:09:44	b794238e3d3185f15395022c9f1ac088:Nl9xyJoHOvC9oeRClrGus2Tw6SVZaMCC	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 17:14:40	fb7da58d0a6be9a18bb174c34a6ea7ff:6VHHAcqeq5lKxY2TeboDiA20wzX9DTSZ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 17:44:55	e5eaa495283c0d58d7be62e5ee2ae76b:7Z99Y9zHe9Mu1tIl71Sn9zqhkhCpX06U	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 18:04:38	3a58ef4d40df5521afe2cd4a704741d6:VVzUuzqlovIJ7hmR1KNdDRIXv1Vegpq1	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	180.217.165.115
2018-04-28 18:05:44	f072283181335a5cd39ab470e0c59cee:kQ77cy2m5BnoQOyPeJujnlcOIOVK3jZU	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,風華再現通化商圈	,;	180.217.165.115
2018-04-28 18:06:46	8987e7175ef6bd1d2d4af8a4dcc9e0fe:JDakdPGxUrEw2P0Ekn8ohuwUBYI17yEk	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,風華再現通化商圈	,;	180.217.165.115
2018-04-28 18:55:24	161d8aeabc0e5258b9c893ed57788f81:Qi09Y1pmbJCenT75aIURCbnKaNWUGf9i	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	220.141.67.97
2018-04-28 18:55:43	b7118a3873d198a4455d3ac75de1ca97:hjJFYewILB3nJLIZ5Rq2FLvLWTEvFRbl	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	220.141.67.97
2018-04-28 18:56:04	7200c095b743f4336a2de4c6ac3c8f92:3sLu85YuQm3FHlF8fUUryNHhHACRIMqv	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	220.141.67.97
2018-04-28 18:56:23	9d7513a6079eff5e4d3d67a2773aaa9e:ufx8SjCkV8cnVdE6OJamDaLar2z75ayF	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	220.141.67.97
2018-04-28 19:12:53	7333e2c76980be0f49154dc875825742:IAjwQ6aVXxy6Of8rHvasDODyY8VP0of8	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:13:36	cec215f83b1f62399c8d146fbbb44662:c6T6thMt7UoJRr2DiHoaV0hLP2XD5FnA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:14:15	8e355c990dbebf6e3a214d3a96189b26:brftPG6VtmbDz3LaY7lckvJKhkeZSjtZ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:14:57	7228e37a016aee0aea392fd554700f39:lx0VpexB58oyIbflGGWI2ymYCTuaeHZ5	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:15:55	08237ff6febfc702611468441fb71340:ptlFsaAh0clRdXXVQIvbeeGZoZ78HZ23	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:16:46	a2c7efadabd794346e2d17b6e4635fdc:BJCkvfhIdPz6uY2wkAb3hX8AzXIHTQwA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:17:48	0714ab6c577c8e3fe530436422fc2acf:cjlcZR7YFZikWnm9qSSk9eG2klyVn7Zb	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:18:27	f6660e2f73feb7b5e736186d17ea58be:RmQx7OHeelYOPk7hs1ekRUO115PiGarG	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:19:03	13c0f8a259187ff82bb06138c8c7c5b3:eUfovut1jCyLZLkeWATPBZESvefXrLDk	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:21:37	4756655bd6486346aca9d538982bf713:MpwxJVwszx81Rqf4pXgq9SB4bhQRkUbn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:24:21	39cffedd663b0e72f0818c8b6070db44:km8p4xcI0CzxuCOl28KWoYxYk4jvnUAL	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:25:22	bfc714131953f88b731ff2b794105772:CUZtGa7nu68SrLa9aNmxmCulI6nqx4Qh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:25:42	e625a6916b65c33e6532df79e23c1ce7:atAuMQ5zztgPcyeKuqTwFgW9Z5EEJswX	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 19:26:31	96268707e22fff42b6eddb40635a861c:aeCsHHMAl1RORxP2G1iGLqFmQv56x6oC	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:26:56	9308bd24437c2ae6dec3182789497c7f:rKpV0UcwPEGMPdcZbOR9bgiUCqVsnMGY	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 19:27:08	4b58d945fbda599a37d4af67ab0f38a5:yWcdkumS5s3JtGkYtcpLo330kPYLJWgf	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:27:57	8d39fdd307b6439bb118393f5ca55714:KvxuH3zM57DApVmCMhRrXsDMiAp2wFT9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:28:13	8c28d7f268af2923c1beea058e39af5e:VXOSfbFu1CZry8HAqXGAeprsIB6jiirN	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 19:29:12	7be9c8dff07b5808ecffd32790340d42:oqYvSGfl5EAjaWKU9uAXOnjGi5cgiboi	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:29:31	0fa18d96eb451cb4688f244ee3172eaf:9FkahmDbNg8CAyf5zlWbn2LahpaW7En5	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,福州山觀景秘徑	,;	1.200.195.166
2018-04-28 19:29:54	7967f91cb3f95859b98d6e9c045bbf67:CLT4Hg4dsUXkIwk9dbRMFZQz1YYIz6mQ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:30:35	7621f9450ba928f2a8609fc20b205a31:BhKz2JBB7DosovEOM7JT8qvhJvwsfNa0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:30:45	17e4c5373516e726d7ad3caf162f3c71:XyGGmshlbjt5wzhg27fRO7S0cSdv9wjw	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 19:31:18	2e66a979fb9a3c13ba9fe525e7a8316c:15JWOfKkoAzgdKSkwZmbz6DgkV9JqwJY	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:34:20	00d6a340644a8ffb31ce36f4b7953202:fI8eHqjpp6P520XtBf2rUyED2punovnT	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,風華再現通化商圈	,;	1.200.195.166
2018-04-28 19:34:51	fa1641787dfb88dbfccc180e1f104900:BiaNcIgQFIrxdKeG8hepnDsoHAPSyKyB	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:35:48	a14a3228a1bec226f91b1a09caed0a65:pqbqNeho3l23DmYAedTNuAYRaAsLMPQn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
