2018-04-24 04:48:31	111f4d6b06aa32399e3bc7008bdf6901:q3IzcyOgvhgzSOVbsHe94Qdf8gErc3NS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.225.94.51
2018-04-24 18:28:09	a9f8efbcbdf6c2bc7f4cc8482f8578e5:UKNTkU6YAJ6i4PmLaFOczsOv7UEFBQ7y	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 18:28:34	018b81966a421c26f49ffa0ff0e4039e:UueDhJ7Y0nDlZ7EGabYoqW35q7HDYyUD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:29:04	c98674df48da7c06332ddb24dd63d872:nySJN12LPsPuk0pmkE1sM9m3CvA3oPo0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:29:36	2c6fcc1c515ee7695e9127866668f5a5:7chxDzKlYNnHrOvhjY3ddTDf5zvC1gNe	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:31:58	0a528c3fdc90e79b702a650e5bf74923:GN3eM27JEpOT5pfNKrdOgGsU1B3Pn2wH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 18:34:14	6cf454c89b29010aa98b47454d069790:gQ9c1dsZ7ri6bvJYqmTbtO8RWO7MfuuH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 18:35:49	4fd892ebea553e932cef9b9da1784a0e:oxpqKEkrBabBtTnLrYxzzY3UyqXRCjN6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 18:37:18	f4007a1d86114076228126a348027b7f:Y6D13Fx29ClauZS1cNOfISJ8UY4V4s2O	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 18:39:03	ada3f0ff075694263e6a790f05152641:auojs5AR5ofDNfpxU6Q5CwyLJxCQSAlk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	1.200.197.30
2018-04-24 18:39:48	2f25a61a7f1db208f5494b833abe836c:EIJJStFCB550XQEB8B1iKetvXAq5DjSX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:40:38	1bd7f4b00f6e24e3473a4638d5c02c45:L4zSAkAx7ucLCRJbz2QBsWLpeI9WudVX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:41:06	4350c5e8aa45c5045c2368ec44d8a540:03ihB9enRR2hlLoNWrr37qJo4GXCtRGD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:41:36	f978618d841d483b1efc68c836e22012:kcpiRTpifRKn2C8mEvdE2uJ3apSnGC4A	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 18:50:28	bd3611426e8b15b190cbcdfd718889c0:ZaJA5pM1Oz3xqkVoaukK00OWLGZ81PbL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	27.52.160.90
2018-04-24 18:52:43	e35fbfd456ce995eef20d84db21f3c44:VMu7BRnjd1yuam1VkM6IeYWvwEA7oFF7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 18:53:45	74abce7897b8461a9ba00ec24b7bd083:Oo0SJqWGIEqCeMf00nTqKgWRqsDp3QWR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 18:54:29	824bec0282b0d1ff58c2b7c95fae8b01:srwPurZ4ztCYkiqmD5mteI9Ns5ZgVw1H	Q1:提案名稱二：閒置空間_空宅空間改造,;	203.73.113.170
2018-04-24 18:54:38	3e348a77ed9bb30d02f127e4f4d2f9eb:8cg7RnkFfcgTgwkAJIWoSHcjVaceR6aY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 18:55:27	1a9ccbce965f230821130dfbd6ec573c:CU9DJMjkN0pCX8lAPkuJwZ5jMrvzI0Az	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 18:56:16	4a22b6e0238b67511c020167f009c6da:jqxVIzVKxGJHLWwdPY3L4RB46QIlBeEE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 18:56:24	456259692f1f716c56c6e8e88e8481fd:V3fJqHnwzLs1XCI2Hn6ZAOQ2jLsNfGNz	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.9.230
2018-04-24 18:57:04	a686402a0cbf15b68c8372e5e712ef76:mnaRaZF6meEZRGNWqP0ImvNlldpeYB6m	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 18:58:55	99321718b5be76d49f9366563eb1b463:lTRRFfwIn3rGQ6YB12LStlesAeIf05Zt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 18:59:48	3465a4e1b7087bdb218d5b79eeb8e545:6KmfWYZue65YdN3FMZeirHEKXFLE1b1s	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:00:32	db05bdc482afb82c775a69be21585561:CvdP6pICdNsQlfii3urDQOcuOlLxHTh0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:01:37	e2e90518e8547b3ba01c33fc16993170:UpHM1XteIpAWwBmGUfe1esxJuzp1DB9d	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.246.123.175
2018-04-24 19:02:48	cb7afee1cf7a3a4ab33e5d93f1a9e416:bhuKDNpUSGZJSJBYJ5Mr6czZKNX3JQtN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	211.72.236.204
2018-04-24 19:06:34	ddc1f702ab76aa21fdea7a746d955577:q7SvF7fE2ZCmvwsRzySsj4MizIYXdENY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.18.74
2018-04-24 19:07:55	aa6a75c38aae4124514f614a151bc054:q6AqsJLdVUHf10JDC1f9yhCPJdDc9H3h	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.15.21.42
2018-04-24 19:13:04	533962215916f3a4624a25e3037b8c66:27VqiimCiHEKxwV5MerHxcMtta6pJWS6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	124.8.75.230
2018-04-24 19:15:25	df84d2b85014da5e504ac9848e304ab8:uAyDzEnDQrS1zlW92PtYl9WqgyQckVLq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:17:16	fcb88492c08f29bc3c8595b602f77578:ijtC4yvyxEIDfPpInFl4sCvMeR0cmDP5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:18:02	b8f0660399a86ebce6c2d0365a5ca78e:4po9wxDe2EsR2eWFHXdSmKLQkKLm58bJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:18:23	1bdba8bcc7bae4aed73190730942e748:Js9efb0KOcjwcAfNaH0UKW1fHY1AM5zk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	61.231.167.61
2018-04-24 19:18:30	ba6c85bd5a8c3647a6f973124da118d6:9VTOVPpGe0O5IoxDyGSHdiJQ87EtohQs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	150.116.171.234
2018-04-24 19:18:57	31bf0edc1f0e014b549c4fc93c9ca59b:pGBL6ME0065sGyYk0W6avzLNC3nqPP8P	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:19:45	5eddfadb5369e63b083370310de8e870:NGdJm2b24LnoX5nkg6PJNbBjA62P5fq0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:20:15	f12f162ab3c1b355332d5a30b7248693:IYJdrMFykx83O70T8jq0THHaqmAF5Vg5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	150.116.171.234
2018-04-24 19:20:25	082c90da899309bf611669d6dccb4329:3Kg9bQPuhENU8BQ5Ujb6M7EWqxYzwRnE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:20:32	0986ebfa216d1f0d61b1c242621faed9:EggIaGHjG77mxOntYYEoe0qAhdbUZPBO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:20:51	4be719767b4659cb619e6284216997df:RkGqsIUsnf7XP2LJq7jMRPmWslb7uOX4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:21:21	ff2d30532e5d5438cfbde00f98edb31a:KPLg1iw4LZhjrTbArSOC1NQE6J8sU16D	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:21:51	219e316e095486dce15c4751f7a6ca2e:uolFN36jlbFJXyWYIvR9rT0klCQW03xs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	223.140.64.118
2018-04-24 19:21:52	2111b68ac9ea8fa99f3abf65193cfc78:VwyaWlxTOqeRzrP1dfnTW3nfeFXegdfk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.217.216.182
2018-04-24 19:22:02	5f7df0f7863e5fa152c0fa0b975a46cc:aJhSPPH4i2tfCGyDdmVtjMbR2zDP3O6Y	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	150.116.171.234
2018-04-24 19:22:21	cc1851bc23a6c680364ddcda1ba090ce:FWh1ahOv2I8wzJgz8HjY7MyNeDRPHrCF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:22:21	ea19ad43bec85c13dd6be5a6a23d6f06:aFNuEZNSfiPMXAKCtAWTgy7jmL7Ov0Wu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:22:57	e689939b65dd7a609717d99d0e3e8946:6vEkpJBqcbDiC4Gy4G2svDEpKpDhdKgj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:23:10	59c4e084821410cb36d4b18716f856b1:0i6tPI4h7CJks1o6VX0HPehDdk4An0OX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:23:56	5975182b0be97794b3087d23696c2bd8:wMNT621AV3GAoX18Uy9BOokHDrrWA7Jm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	150.116.171.234
2018-04-24 19:24:08	cdc6f5904feb75a478c947618a21f02e:GRSLWlCRGVfBQVpxeXhaBRcGKf384BM3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:24:43	0940f5d0c5b125f9e97d252ab9e1d176:9KmxF57U0Hba2hCJ8UiAUzQiDhIxd4vH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:25:03	849db408a14a33ac9fe0619f3b29f4dc:kGCGEDkDQWL4OTS6DRte8MXkziAUL31a	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.217.216.182
2018-04-24 19:25:37	36c1c6a321647e914abb348125b1704e:NqsZDBqYPpXWzgZf8k0VIIPwnDctAptA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:26:06	fff844114a332257297e702fbee875a2:KvrLdilOYt70B01PSUTAFuV8jIX0Ga7t	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:26:08	c5c27712636565e81c76e52dadc54e9b:KvhEG07Eskkezd2AtqwBCTXpmmquWy9d	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:26:38	6f5defc34969726dfe6ba1e034a4a5b8:Nmnxrij5Qd661P2WYz6ch24bZlgjy3RT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:26:52	63252d30350c89718585b72df11e73c3:Y3FEbgChKFwp77hZi0x6M8YxMQgPAopJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:27:04	63d70dc76aa46a753d4e2c0c5082c3a9:5JXC5hMwGEf6bFLHGSlpFR2SP0UyJh9W	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:27:34	81528ed443ba99754354347e6bed0600:NGcXu8Kus7iC2GDzRTNJePUqDT1TnBcA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:27:35	419820c936335ea89fa1799750613ebd:rFF7aDtkAdHw47SuKq883Ps6dOdprNS8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:28:14	31fa581bd74eb01ca350c23e780f4628:MUvbMnoSp2Gcd4OjMqHxXQKDFwfasnDu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:28:23	55475a12dab286664fc0d7a8ac975961:XLouXgivoFizLj4ba5WkbhyZXvzBvLjZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:29:03	060fbaea587bdd72e8a3e3b2b03a3750:HMVOm7wDsz7cS58989o2nxxHcnKYl46m	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:29:20	67990f36dc46604dc2838ef0f5e413c7:l67b63MWZ8HlCp1Q7FSxVgqwnsa8G4ZD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:29:55	f005fcfe0e0cbfff2f3d181307cc331a:RaBWCAtqDxeax1PGXjDKFq9DrNiq1l1G	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:30:04	3e48a64e2110c3cc112bca5777fe66ab:TQuVAyee9YZDNbB7ybHMhesFFYisVNOy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	101.12.193.105
2018-04-24 19:30:08	5b333d39f73e32ffc3be64c9e7a161bd:7xX1GUSNGxPr2HaLYnJxqiUnlYLZLH7Y	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:30:43	36284c7a7b96c555b3c3f5e78912c794:zud7xj0Gt5xFTD3WcsrSgEZ8xDFitVKE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:31:32	7e90f9723b335ce982bda6425e23ab01:uBIB5n039awvglWjA25LiWSeSm4tWT3U	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:32:26	a215a44eafcc2631fb841df7dbbc06d1:BJ13jKf4bbE7cTILE0A6j481ls0j85Cc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:32:49	2ec3bf81769d6ac8a8c5a1d1f8ca1ec7:PPrQ8mFNZkVVkNTmC87YjNPnXNCCW6al	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:33:05	12aaed75fa6f32dd39a2cfb9d6626803:T02SM86iJT18EXU44bxIIMSdruWfiN05	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:33:18	7be3e09142c982123a660ee1448f01aa:U5egOyTY1IQAmVPzgzuvFcEXkSX9oAfB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:33:51	7059245820866b7611fecd20409ba0f6:5POQ42rqw2GUxN638ZmQ75DwM2bKLLFJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:34:08	527feb805f02462097ad1344ad09c22f:eqgfUfnJRrz21YWZnsPzQ1iOVhGj0O7e	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:34:26	fa20dffab15f5618248f156fa161482a:kOkB9LOxT6UU737NiH2aJ2jGLDGSt24k	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	118.165.57.132
2018-04-24 19:34:37	a29b586d0eacacdd92f4cecc1d324f44:wirQKZmFV3mds1d6RRq72zdNAuQBECm0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:34:53	21919feb43fb226f90f55d5a2690e982:X3vItdlGWu21RPSHxRnvjj7Wp7Zc1Ldb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:35:22	face803ad869eb03ea5bdc6cafa43785:ZZNPSII4vqDZKOqGT8VppfUqvWc1Sc0B	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:36:03	52952cfac939c533b65a8d34b11a6849:NHGtcWa8YWTfq15w1iumwT3ZiTSpsdrw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:36:07	f6064f5cef1accfdc6dc103f396f5f9c:1Ma3rBTRoIAcOeUNGbdBjX6wM068c8YK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:36:31	fd1c85e41ee8c1008ee1f25d2aa1a047:PlwrNdrTns4cnGMUNv9xkp2rwVq0iuKR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:36:35	2b1f36a747c9cd2696d757f5fd7637de:ZVt69EJFqtWZdqaEP6GuzfuXtwWo5LBJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.139.166.195
2018-04-24 19:36:53	83446b2d33abb4fd5df5a91bd5feca2b:EF0vHo5oGnZEuMeLYuWtyob98gmtWH7q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:36:57	4a413967504884286b5181a994276cf2:QWZ4sT6QBbQN0oRQ79bDN7C1R6TzD9bY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:37:26	15628af915d08c94f2249d932e380737:0u5ej4dw5s5s2lrrK7gxcdKJWvdtHoSV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:37:38	e81a42fb4f306953cbd5e362b4d57024:kUdCDwXzfMylicIs8aBjWr0HFFwsSFaO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:37:53	0288215c8227d83edbab624437861358:utdJxyn3aQSVReildxGbwdui56RdYzfg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:38:19	94cab039ba8392a1ee869f1abf556833:KEwoz6DsgltQhiQO6joIfbooHijKIBpB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:38:48	221b6a90f98976ed2450da20d5be0184:6J9Ui8KIHHYuyGmOsWXHl4xfwMfo6oGl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:39:11	c99aa704680b67c19b626e1472a22484:Qbd7wUPLMruL4empBwUHb8KcBJywy3Wc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:39:18	ae43e668da9c3e5f556b29902bc75a86:chcS1dURd0GINslLxhjwut90kl3YMNZd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:39:45	1849a86db5d8468d9038f2ede65261a7:vDTGovTV03yempx6pe78888SKPfRgSad	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
